artistID,artistName,birthplace,period,artType
77350975,"Lortic, Marcelin",c. 1940,1926 to 1950,Drawing
83002474,Petzel,1935/1942,1926 to 1950,Drawing
87573818,"Sidhu, Zorawar",c. 1940,1926 to 1950,Drawing
45375421,"Swainston, Rob",c. 1937,1926 to 1950,Drawing
54460065,"Arrillaga-Andresseen, Lauren",c. 1940,1926 to 1950,Drawing
24371984,Fern and Hersh Cohen,1935/1942,1926 to 1950,Drawing
57183443,Almine Rech Gallery,c. 1939,1926 to 1950,Drawing
77110485,"Vail, Eliza Phyfe",c. 1939,1926 to 1950,Drawing
26349109,"Vail, William Jr.",c. 1939,1926 to 1950,Drawing
30090278,"Vail, Duncan P. and Mary F. Onderdonk",c. 1938,1926 to 1950,Drawing
93345411,"Vail, Frederick P. and Ida M. McLaurie",c. 1941,1926 to 1950,Drawing
84750278,"E. Plon, Nourrit & Cie",1941,1926 to 1950,Drawing
40411934,"Vail, Virginia",c. 1938,1926 to 1950,Drawing
53901307,"Gibbon, Glorianna H.",c. 1938,1926 to 1950,Drawing
22228793,"Sealy, Sasha and Charlie",c. 1937,1926 to 1950,Drawing
52163258,"Kogelnik, Kiki",c. 1936,1926 to 1950,Drawing
71097164,"Vinache, Jean-Joseph",c. 1942,1926 to 1950,Drawing
84486487,"Peterson, Mark",c. 1939,1926 to 1950,Drawing
89759860,Marc Straus Gallery,c. 1938,1926 to 1950,Drawing
71207420,"Schrauwen, Adrianus",c. 1941,1926 to 1950,Drawing
23304912,"Lee, Paul Phillip",c. 1941,1926 to 1950,Drawing
93290925,"Johnson, Heather Muir",c. 1937,1926 to 1950,Drawing
71480066,Kend Family Fund,1935/1942,1926 to 1950,Drawing
18669240,"Mezzanotte, Paolo",1938,1926 to 1950,Drawing
34029424,Crater's Union Photographic Gallery,c. 1938,1926 to 1950,Drawing
77236787,"Viala, Eugène",c. 1939,1926 to 1950,Drawing
79688331,"Ravel, Edouard",c. 1941,1926 to 1950,Drawing
27365242,"Orsolini, Carlo",c. 1939,1926 to 1950,Drawing
21897085,"Doorne, Pieter Willem van",c. 1939,1926 to 1950,Drawing
12940444,Kunsthandel Walrecht,c. 1937,1926 to 1950,Drawing
24096880,"Tessin, Carl Gustaf",c. 1937,1926 to 1950,Drawing
36938120,"Lagerbring, Carl",c. 1940,1926 to 1950,Drawing
63554628,"Gerdten, Johan Adam von",c. 1937,1926 to 1950,Drawing
30624725,"Trolle-Bonde, Gustaf",c. 1939,1926 to 1950,Drawing
12328155,LaMontagne Gallery,c. 1939,1926 to 1950,Drawing
83190577,"Locke, Steve",c. 1938,1926 to 1950,Drawing
33546132,"Lantara, Simon Mathurin",c. 1937,1926 to 1950,Drawing
59057990,"Odescalchi, Ladislao Prince",c. 1939,1926 to 1950,Drawing
44371374,"Exteens, Maurice",c. 1939,1926 to 1950,Drawing
62778255,"Kunstsammlungen der Veste Coburg, Kupferstichkabinett",c. 1939,1926 to 1950,Drawing
96641423,Luxembourg + Co.,c. 1940,1926 to 1950,Drawing
53240510,"Accardi, Carla",1938,1926 to 1950,Drawing
13103953,"Machanék, Max",c. 1940,1926 to 1950,Drawing
52977834,Tseng Kwong Chi,1935/1942,1926 to 1950,Drawing
89569950,"Hujar, Peter",1935/1942,1926 to 1950,Drawing
27015685,Ei-Q,c. 1936,1926 to 1950,Drawing
59906604,"Ogawa, Gesshū",c. 1941,1926 to 1950,Drawing
52865781,"Lapeyre, Christian",1935/1942,1926 to 1950,Drawing
77744599,"Smith, Joseph Consul",c. 1940,1926 to 1950,Drawing
83581070,"Jang, Michael",c. 1936,1926 to 1950,Drawing
65750399,"Kato, Taizo",c. 1939,1926 to 1950,Drawing
25423636,"Feddes, Pieter",c. 1939,1926 to 1950,Drawing
34151377,"Odevaere, Joseph Denis",c. 1939,1926 to 1950,Drawing
73436814,"Charrington, John",1940,1926 to 1950,Drawing
64077519,Antares,c. 1937,1926 to 1950,Drawing
59078983,"Phillips, Sandra",c. 1939,1926 to 1950,Drawing
28617641,"Frey, Henry",1935/1942,1926 to 1950,Drawing
98725454,"Szarkowski, John",c. 1940,1926 to 1950,Drawing
53039775,"Harding, John",c. 1940,1926 to 1950,Drawing
71948846,"Graves, Ken",c. 1938,1926 to 1950,Drawing
58921427,Photographs Do Not Bend Gallery,1940,1926 to 1950,Drawing
65889342,Jules Meynial,c. 1936,1926 to 1950,Drawing
46671861,"Vassell, Nicola",c. 1940,1926 to 1950,Drawing
67896618,"Desjardijn, David",c. 1941,1926 to 1950,Drawing
12121707,Collection Defer-Dumesnil,c. 1938,1926 to 1950,Drawing
56332854,"Muntaner, Francisco",1942,1926 to 1950,Drawing
69805484,"Paget, George",1942,1926 to 1950,Drawing
29903081,"Phillips, Richard",1935/1942,1926 to 1950,Drawing
79936783,Cadell & Davies,1935/1942,1926 to 1950,Drawing
46150145,"Greenbury, Richard",c. 1936,1926 to 1950,Drawing
63576343,Galleria Notizie,c. 1938,1926 to 1950,Drawing
17689834,"Klüsener, Erika",c. 1937,1926 to 1950,Drawing
57656934,Bertolini Arte,c. 1940,1926 to 1950,Drawing
77085649,"Muret, Madeleine",c. 1938,1926 to 1950,Drawing
62256804,"Bonet, Marie",1935/1942,1926 to 1950,Drawing
18492385,Schuler Auktionen,1935/1942,1926 to 1950,Drawing
72644608,"Wailly, Charles de",c. 1936,1926 to 1950,Drawing
50191121,"Calm, Jonathan",c. 1936,1926 to 1950,Drawing
78702166,"Scott, Dread",1935/1942,1926 to 1950,Drawing
15244044,"Wood, Tom",c. 1941,1926 to 1950,Drawing
61343139,"Moillon, Louise",c. 1940,1926 to 1950,Drawing
60010830,"Swartz, Beth Ames",c. 1941,1926 to 1950,Drawing
66863400,"Rodríquez, Lourdes and Alejandro",c. 1937,1926 to 1950,Drawing
88570428,Kunstkammer Georg Laue,c. 1936,1926 to 1950,Drawing
83295893,Fridman Gallery,c. 1936,1926 to 1950,Drawing
61098475,"Martin, Isaiah ""Guy"" Guyman Jr.",1935/1942,1926 to 1950,Drawing
63835458,"Roberts, Humphrey Esq.",1935/1942,1926 to 1950,Drawing
81773717,"James, Walter Henry",c. 1936,1926 to 1950,Drawing
54614302,Raphael King Ltd.,c. 1936,1926 to 1950,Drawing
88010377,Blomqvist,c. 1937,1926 to 1950,Drawing
95169100,P.A. Munch-Ellingsen,1935/1942,1926 to 1950,Drawing
37534965,Eilert Hunch Lund,1935/1942,1926 to 1950,Drawing
43894999,Galleri Bellman,1935/1942,1926 to 1950,Drawing
10328998,"Light, Robert H.",1935/1942,1926 to 1950,Drawing
30024117,"Hartshorne, Robert",c. 1937,1926 to 1950,Drawing
73349734,"Howitt, Elizabeth",1935/1942,1926 to 1950,Drawing
21264671,"Espérance Langlois, Louise Marguerite",1935/1942,1926 to 1950,Drawing
42854179,Galería José de la Mano,1935/1942,1926 to 1950,Drawing
25751959,"Gauguin, Pola",1935/1942,1926 to 1950,Drawing
95924605,"Maroni, Albert",1935/1942,1926 to 1950,Drawing
33976487,"Coello, Claudio",c. 1936,1926 to 1950,Drawing
25882053,"Theobald, J. P. Esq.",1935/1942,1926 to 1950,Drawing
73777087,Manville & Schroeder,c. 1936,1926 to 1950,Drawing
78205750,Haw Contemporary,1935/1942,1926 to 1950,Drawing
23606583,Art Seminar Group,1935/1942,1926 to 1950,Drawing
72618933,"Walker, Diana and Mallory",1935/1942,1926 to 1950,Drawing
96894861,Kanthos Press,1935/1942,1926 to 1950,Drawing
15610109,"Ciardi, John",1935/1942,1926 to 1950,Drawing
12687949,"Custis, Eleanor Parke",1935/1942,1926 to 1950,Drawing
49904731,"Colbert, Billy",1935/1942,1926 to 1950,Drawing
96202911,Frederick & Diana Prince Foundation,1935/1942,1926 to 1950,Drawing
88503494,Ryan E. Lee and Lee Group Holdings (LGH),1935/1942,1926 to 1950,Drawing
25410107,Laura and Stafford Broumand,1935/1942,1926 to 1950,Drawing
33216853,"Herrliberger, David",1935/1942,1926 to 1950,Drawing
30237334,Alù,1935/1942,1926 to 1950,Drawing
25606795,"Noati, Giovanni",1935/1942,1926 to 1950,Drawing
71356455,"Rangoni, Cristoforo, called Ficarelli",1935/1942,1926 to 1950,Drawing
27978973,"Vincent, Hubert",1935/1942,1926 to 1950,Drawing
13621180,"Uffenbach, Philipp",1935/1942,1926 to 1950,Drawing
87696335,"Stiassi, Antonio",c. 1936,1926 to 1950,Drawing
99905169,"Monte, Nicolaus de",1935/1942,1926 to 1950,Drawing
62462101,Christian Cato,c. 1936,1926 to 1950,Drawing
93374710,"Beeton, Mayson Moss",1940,1926 to 1950,Drawing
61023606,"Waldie, John",c. 1938,1926 to 1950,Drawing
52721922,Print and Drawing Club of The Art Institute of Chicago,1935/1942,1926 to 1950,Drawing
61705234,"Piatti-Lochis, Rosa Countess",1935/1942,1926 to 1950,Drawing
10459582,"McKeown, Anne Q.",c. 1937,1926 to 1950,Drawing
65982348,"Alianello, Raffaele",1935/1942,1926 to 1950,Drawing
40513312,Swedish 17th Century,c. 1937,1926 to 1950,Drawing
51572476,"Bye, Marcus de",c. 1936,1926 to 1950,Drawing
37606588,Friends and Colleagues in honor of D. Dodge Thompson,c. 1936,1926 to 1950,Drawing
85291370,"Rosenbach, A. S. W. Dr.",c. 1936,1926 to 1950,Drawing
88823293,"Frazier, Peter",c. 1936,1926 to 1950,Drawing
67652194,"Linnell, William",c. 1936,1926 to 1950,Drawing
60010939,"Fizeau, Hippolyte Louis",c. 1937,1926 to 1950,Drawing
45909001,"Lerebours, Noël Marie",c. 1938,1926 to 1950,Drawing
31664317,"Hollingsworth, Alvin",1935/1942,1926 to 1950,Drawing
44029535,"Sampson, Preston",1935/1942,1926 to 1950,Drawing
80212930,"Sudduth, Jimmy Lee",1935/1942,1926 to 1950,Drawing
45167595,"Atelier Bordas, Paris",1935/1942,1926 to 1950,Drawing
65578925,"International Fine Art Exposition for Art Asia, Hong Kong",1935/1942,1926 to 1950,Drawing
45626321,"Brändli, Barbara",1935/1942,1926 to 1950,Drawing
55965410,"Goldston, Richard",1935/1942,1926 to 1950,Drawing
69482409,"Galleria La Tartaruga, Rome",1935/1942,1926 to 1950,Drawing
22765417,"Litografia R. Bulla, Rome",1935/1942,1926 to 1950,Drawing
95221296,Perugian 15th Century,1935/1942,1926 to 1950,Drawing
17626563,Perugian 16th Century,c. 1936,1926 to 1950,Drawing
24411556,"Maglin, F. A.",1935/1942,1926 to 1950,Drawing
58138586,"Legrain, Pierre",1935/1942,1926 to 1950,Drawing
37664436,"Michel, Marius",c. 1937,1926 to 1950,Drawing
34211326,"Kernan, Catherine",1935/1942,1926 to 1950,Drawing
47051546,"Strider, Marjorie",c. 1936,1926 to 1950,Drawing
69549603,Madison-Morgan Cultural Center,c. 1936,1926 to 1950,Drawing
40017699,"Drake, David",c. 1936,1926 to 1950,Drawing
11556541,"Plowden, David",1937,1926 to 1950,Drawing
81300106,Mayer & Pierson,c. 1938,1926 to 1950,Drawing
60195176,"Storey, John",c. 1936,1926 to 1950,Drawing
24621432,"Katzman, Mark",1935/1942,1926 to 1950,Drawing
47869930,"Joseph, Daniel Dr.",c. 1936,1926 to 1950,Drawing
31826626,Nicholas Shaw,c. 1936,1926 to 1950,Drawing
92299893,"Tuttle, Martha",c. 1939,1926 to 1950,Drawing
44015503,"Small, Shirley S.",c. 1936,1926 to 1950,Drawing
55098769,Kate Haw and Elizabeth Tinsman,c. 1937,1926 to 1950,Drawing
16783443,USCO,1935/1942,1926 to 1950,Drawing
59463249,Carl Solway Gallery,1935/1942,1926 to 1950,Drawing
73429894,"Salmon, Alfred",c. 1936,1926 to 1950,Drawing
76786515,"Pyramid Arts, Ltd.",1935/1942,1926 to 1950,Drawing
54269284,"Edition Fred Jahn, Munich",c. 1938,1926 to 1950,Drawing
64007065,"Imhof, Karl",c. 1936,1926 to 1950,Drawing
65452020,"Farquhar, Elinor",c. 1936,1926 to 1950,Drawing
54259153,"Chin, Mel",c. 1936,1926 to 1950,Drawing
17133912,"Solo Press Inc., New York",c. 1936,1926 to 1950,Drawing
99358917,"Lassiter, Norman",c. 1936,1926 to 1950,Drawing
74023196,RounTree Fine Art Ltd.,c. 1936,1926 to 1950,Drawing
48209029,"Waddington Graphics, London",c. 1936,1926 to 1950,Drawing
86799832,"Starobinski, Jean",c. 1938,1926 to 1950,Drawing
92316206,"Varela, Maria",c. 1936,1926 to 1950,Drawing
12043764,"Pierozzi, Caterina Angela",c. 1939,1926 to 1950,Drawing
11157916,"Resto, Joandiel",c. 1941,1926 to 1950,Drawing
22541626,Paulson Fontaine Press,c. 1939,1926 to 1950,Drawing
67381934,Biblioteca Guidetti,c. 1941,1926 to 1950,Drawing
92635285,Rugby School Art Museum,c. 1939,1926 to 1950,Drawing
49108461,"Wakayama, Tamio",c. 1941,1926 to 1950,Drawing
89289584,"Morse, Sydney",c. 1938,1926 to 1950,Drawing
18141402,"Beerendrecht, Johannes Pietersz",c. 1941,1926 to 1950,Drawing
63439029,"Kloeting, Symon",c. 1938,1926 to 1950,Drawing
25434446,L. Sachse & Co.,c. 1937,1926 to 1950,Drawing
83619502,"Manuel Frères, Gaston and  Lucien",c. 1940,1926 to 1950,Drawing
67784314,"Barry, David Francis",c. 1939,1926 to 1950,Drawing
31015489,"Frauenholz, Johann Friedrich",c. 1937,1926 to 1950,Drawing
86139801,"Lewis, Nate",c. 1938,1926 to 1950,Drawing
43039587,Union Pacific Railroad,c. 1939,1926 to 1950,Drawing
10592554,"Borroni, Paolo",c. 1938,1926 to 1950,Drawing
62026998,Compañía para el grabado de los cuadros de los Reales Palacios,c. 1938,1926 to 1950,Drawing
88851265,"Cheyne, Christopher Ethelbert",c. 1938,1926 to 1950,Drawing
32226061,"Smith, Norbert",c. 1937,1926 to 1950,Drawing
53111026,James and Christiane Valone Fund,c. 1938,1926 to 1950,Drawing
68513610,Michael Findlay and Victoria Findlay Wolfe Fund,c. 1938,1926 to 1950,Drawing
27780581,"Wolf, Clarence",c. 1938,1926 to 1950,Drawing
59016479,"DuMouchelle Art Galleries, Co.",1937,1926 to 1950,Drawing
99681029,Kootz Gallery,c. 1938,1926 to 1950,Drawing
78135311,"Andrews, Mary Ellen",c. 1936,1926 to 1950,Drawing
58106295,The Carroll Gallery,c. 1938,1926 to 1950,Drawing
34537722,Brook and Pam Smith,c. 1937,1926 to 1950,Drawing
59754186,"Taylor, Paul",c. 1937,1926 to 1950,Drawing
49515287,Northern Italian 18th Century,c. 1936,1926 to 1950,Drawing
55687152,Northern Italian 19th Century,c. 1936,1926 to 1950,Drawing
75577637,"Mayer, Vincent",c. 1939,1926 to 1950,Drawing
42655574,"Ubaldini, Bernardino",c. 1939,1926 to 1950,Drawing
79396081,"Vidal, José",1935/1942,1926 to 1950,Drawing
12056918,"Luciano, Miguel",c. 1938,1926 to 1950,Drawing
73505097,"White, Wendel",c. 1938,1926 to 1950,Drawing
66646789,"De Simone Company, Booksellers",c. 1938,1926 to 1950,Drawing
31470501,"Rousselet, Marie-Anne",c. 1938,1926 to 1950,Drawing
11262837,"Fay, Irene",c. 1939,1926 to 1950,Drawing
28573882,"Lee, Baldwin",c. 1939,1926 to 1950,Drawing
47189589,"Wood, John",c. 1939,1926 to 1950,Drawing
91529854,"Willaerts, Adam",c. 1937,1926 to 1950,Drawing
59109891,Red Fox Fine Art,c. 1940,1926 to 1950,Drawing
11079910,"Monti, Giulio",c. 1938,1926 to 1950,Drawing
63621787,"Lusenhop, David",c. 1939,1926 to 1950,Drawing
98775701,"Kultermann, Udo",c. 1939,1926 to 1950,Drawing
64058221,Deborah Burklund Fund,c. 1936,1926 to 1950,Drawing
68809607,Virginia Mars Fund,1935/1942,1926 to 1950,Drawing
95801764,Millon & Associés,c. 1936,1926 to 1950,Drawing
21903674,Elliott Fine Art,c. 1935,1926 to 1950,Drawing
16919493,"Espada, Jason",c. 1937,1926 to 1950,Drawing
50503186,"Soren, Tabitha",c. 1936,1926 to 1950,Drawing
13073885,"Francis, Ray",c. 1936,1926 to 1950,Drawing
14495381,"Lieberg, Friedrich Andreas",c. 1936,1926 to 1950,Drawing
46456419,"Monti, Cesare Cardinal",c. 1936,1926 to 1950,Drawing
22614450,"Monti Melzi, Cesare Count",c. 1936,1926 to 1950,Drawing
97473003,"Little, Philip",c. 1936,1926 to 1950,Drawing
65322144,David Castillo,c. 1936,1926 to 1950,Drawing
18625821,"Ayón, Belkis",c. 1936,1926 to 1950,Drawing
61936806,"Marbeau, Pierre",1935/1942,1926 to 1950,Drawing
95433095,"Petitjean, Charles M.",c. 1937,1926 to 1950,Drawing
41730186,"Cartagena, Alejandro",c. 1939,1926 to 1950,Drawing
99542495,"Gewirz, Victoria",1935/1942,1926 to 1950,Drawing
36597828,"Delaistre, François-Nicolas",c. 1941,1926 to 1950,Drawing
45895308,"Calvocoressi, Peter",c. 1941,1926 to 1950,Drawing
85125270,Galerie Bene Taschen,c. 1941,1926 to 1950,Drawing
86029908,"Cropper, Elizabeth",c. 1940,1926 to 1950,Drawing
24394782,"Thorp, Frank V",c. 1940,1926 to 1950,Drawing
66435870,"Robertson, Mariah",c. 1938,1926 to 1950,Drawing
99969999,Primrose Press,1935/1942,1926 to 1950,Drawing
39443868,"Jantzen, Johannes Dr.",1937,1926 to 1950,Drawing
20569738,"Racine, Louis",1935/1942,1926 to 1950,Drawing
85219984,"de Châtillon Bontems, Marie-Jeanne",c. 1937,1926 to 1950,Drawing
38347228,"Dauphin, de Verdun",c. 1938,1926 to 1950,Drawing
67437313,"von Auersperg, Johann Ferdinand Duke of Silesia-Münsterberg Prince",c. 1938,1926 to 1950,Drawing
32748116,Galerie Robert Finck,c. 1937,1926 to 1950,Drawing
59490508,"Brown, Philip Bransfield",c. 1938,1926 to 1950,Drawing
71794947,"Beltrami, Luca",c. 1936,1926 to 1950,Drawing
44025406,"Giannini, Adelaide",c. 1940,1926 to 1950,Drawing
47206005,The Green Gallery,1935/1942,1926 to 1950,Drawing
24399322,"Hopinka, Sky",c. 1939,1926 to 1950,Drawing
38794815,Ellsworth Kelly Studio,c. 1938,1926 to 1950,Drawing
26898378,"Parker, Mr. and Mrs. J.B. Riggs",1935/1942,1926 to 1950,Drawing
19490423,"Saidy, Saihou and Deborah",c. 1939,1926 to 1950,Drawing
26238038,"Yetmgeta, Zerihun",1935/1942,1926 to 1950,Drawing
39021149,"Muafangejo, John Ndevasia",1935/1942,1926 to 1950,Drawing
21545577,"Kelbaugh, Ross J.",c. 1938,1926 to 1950,Drawing
76762168,"Grove, George",1935/1942,1926 to 1950,Drawing
24833308,J. B. Lippincott Company,c. 1940,1926 to 1950,Drawing
72390973,The Golden Cockerel Press,c. 1938,1926 to 1950,Drawing
96574941,"Herbert, Alfred",c. 1939,1926 to 1950,Drawing
40286242,"Strudwick, Thomas Melhuis",1935/1942,1926 to 1950,Drawing
37138551,"Alvarez, Danny",c. 1938,1926 to 1950,Drawing
58707890,"Anderson, Akili Ron",c. 1936,1926 to 1950,Drawing
74490875,"Arai, Tomie",c. 1938,1926 to 1950,Drawing
17723076,"Bartow, Rick",1935/1942,1926 to 1950,Drawing
26644574,Taylor & Huntington,1935/1942,1926 to 1950,Drawing
45085768,"Brokaw, David",1935/1942,1926 to 1950,Drawing
93949105,"Goodridge, Glenalvin",c. 1941,1926 to 1950,Drawing
44616798,Ball & Thomas,c. 1936,1926 to 1950,Drawing
13937819,"Walsh, Thomas S.",1935/1942,1926 to 1950,Drawing
94556668,"Marsters, Joseph D.",c. 1940,1926 to 1950,Drawing
49018108,"Byerly, Jacob",c. 1940,1926 to 1950,Drawing
80549220,"Marken, Josiah",1935/1942,1926 to 1950,Drawing
48355879,"Recher, Elias M.",c. 1937,1926 to 1950,Drawing
61249290,B. F. Smith & Son,c. 1936,1926 to 1950,Drawing
38527680,"Chapman, W. J.",c. 1939,1926 to 1950,Drawing
92048128,"Clark, Charles R.",1935/1942,1926 to 1950,Drawing
38062052,French & Co.,c. 1940,1926 to 1950,Drawing
79583544,"Gibson, James F.",c. 1941,1926 to 1950,Drawing
47326456,"Moses, Bernard",1935/1942,1926 to 1950,Drawing
70730696,"Butts, Ansel R.",c. 1940,1926 to 1950,Drawing
40769530,"Bowser, David Bustill",c. 1938,1926 to 1950,Drawing
95997664,"Urlin, G. C.",c. 1940,1926 to 1950,Drawing
65966681,Hennigar Bros.,c. 1941,1926 to 1950,Drawing
36179976,"Ferguson, William F.",c. 1942,1926 to 1950,Drawing
37491254,"Campbell, Benjamin S.",c. 1937,1926 to 1950,Drawing
71239131,Gay’s Gallery of Art,c. 1938,1926 to 1950,Drawing
16006438,"Cowan, Henry",c. 1937,1926 to 1950,Drawing
16748214,"Phipps, William M.",c. 1938,1926 to 1950,Drawing
31677286,Paris Studio,1935/1942,1926 to 1950,Drawing
25386573,Wertheim Imperial Studio,c. 1938,1926 to 1950,Drawing
96894238,Wilcox,c. 1938,1926 to 1950,Drawing
26905094,Shadle & Busser,c. 1940,1926 to 1950,Drawing
41833593,Martin & Haller,c. 1936,1926 to 1950,Drawing
80060642,"Jones, Herber",c. 1937,1926 to 1950,Drawing
15296277,"Shorey, William F.",1941,1926 to 1950,Drawing
86174760,"Bennett, John T.",c. 1940,1926 to 1950,Drawing
65098023,"Johnson, J. Scott",c. 1940,1926 to 1950,Drawing
81999541,"Larimer, Sarah Luse",1935/1942,1926 to 1950,Drawing
22483934,"Walden, John W.",1936,1926 to 1950,Drawing
67709859,"Cook, Christopher C.",1935/1942,1926 to 1950,Drawing
69873351,"Jarvis, John F.",c. 1941,1926 to 1950,Drawing
50485243,Strohmeyer & Wyman,c. 1940,1926 to 1950,Drawing
49848769,"Cheong, Hua",1935/1942,1926 to 1950,Drawing
56393530,"Price, William L.",c. 1940,1926 to 1950,Drawing
43906216,"Turner, G. Addison",c. 1939,1926 to 1950,Drawing
50659662,"Brown, George O.",c. 1938,1926 to 1950,Drawing
87006597,"Bryan, H. M.",c. 1940,1926 to 1950,Drawing
63387108,Horwitz Bros.,c. 1937,1926 to 1950,Drawing
66463593,"Dana, Charles Percy",c. 1938,1926 to 1950,Drawing
32982977,"Kelley, E.W.",c. 1941,1926 to 1950,Drawing
20314277,"MacBeth, Arthur L.",c. 1940,1926 to 1950,Drawing
79296469,"Kilburn, B. W.",c. 1938,1926 to 1950,Drawing
86605292,"Eddy, E.C.",c. 1939,1926 to 1950,Drawing
91379769,"Felch, Dora Alice",c. 1936,1926 to 1950,Drawing
36570561,"Felch, Edith E.",c. 1939,1926 to 1950,Drawing
93722064,Electric Studio,c. 1940,1926 to 1950,Drawing
22084339,"Edmonston, David B.",c. 1937,1926 to 1950,Drawing
62441927,Avon Studio,c. 1938,1926 to 1950,Drawing
46404162,Penn's Studio,1938,1926 to 1950,Drawing
91410062,"Romaguera, R.J.",1939,1926 to 1950,Drawing
64402280,"McCloud, Burnis",c. 1937,1926 to 1950,Drawing
53758271,"Pollock, Henry",c. 1941,1926 to 1950,Drawing
53713134,Bell & Bro.,c. 1936,1926 to 1950,Drawing
43788978,"Baumgarten, Henry",1935/1942,1926 to 1950,Drawing
68952405,Hinman Studios,c. 1937,1926 to 1950,Drawing
77243747,"Sawyer, Llewellyn A.",1935/1942,1926 to 1950,Drawing
14156817,"Johnston, J. S.",1935/1942,1926 to 1950,Drawing
10221996,Buell & Seaver,c. 1940,1926 to 1950,Drawing
73478371,"Campbell, Alfred S.",c. 1941,1926 to 1950,Drawing
11285859,"Varley, Thomas Parker",c. 1938,1926 to 1950,Drawing
18381154,"Grier, Andrew A.",c. 1941,1926 to 1950,Drawing
68149200,Pifer & Becker,c. 1937,1926 to 1950,Drawing
91507938,"Morris, Joseph G.",1935/1942,1926 to 1950,Drawing
34869013,"Wonders, Newton Mossheim",c. 1937,1926 to 1950,Drawing
41539230,Rhodes & Carter,c. 1941,1926 to 1950,Drawing
45069345,Wright & Cornwell,c. 1936,1926 to 1950,Drawing
50156433,"Perkins, Harry Lenfield",c. 1936,1926 to 1950,Drawing
50122346,"Tisdell, Fred S.",c. 1939,1926 to 1950,Drawing
14808570,U.S. Studio,c. 1939,1926 to 1950,Drawing
79780053,Hollywood Studio,c. 1937,1926 to 1950,Drawing
68452652,"Shew, Jacob",c. 1937,1926 to 1950,Drawing
68553609,"Lund, Theodore",c. 1937,1926 to 1950,Drawing
46916395,"Doughty, Thomas M. V.",c. 1938,1926 to 1950,Drawing
37849445,Hughgill & McIntyre,1935/1942,1926 to 1950,Drawing
24334231,"Fong, Yung",c. 1936,1926 to 1950,Drawing
95394954,"Pierce, William",c. 1937,1926 to 1950,Drawing
95332056,"De Lamater, R. S.",1935/1942,1926 to 1950,Drawing
56252262,"Emerson, Moses W.",c. 1940,1926 to 1950,Drawing
57997044,"Rippel, Conrad",c. 1937,1926 to 1950,Drawing
67458284,"Weeks, Laura F.",1935/1942,1926 to 1950,Drawing
54099486,Edel,1935/1942,1926 to 1950,Drawing
96597409,"Rykert, Chauncy",c. 1937,1926 to 1950,Drawing
33672949,"Keller, Gottlieb",c. 1941,1926 to 1950,Drawing
50622457,"Nason, James H.",c. 1937,1926 to 1950,Drawing
98485182,"Holden, Charles W.",c. 1937,1926 to 1950,Drawing
85629278,Taylor,c. 1936,1926 to 1950,Drawing
30550274,"Fay, William D.",c. 1939,1926 to 1950,Drawing
61537676,"Huber, W. E.",1935/1942,1926 to 1950,Drawing
69283085,"Olszewsky, Alex V.",1935/1942,1926 to 1950,Drawing
31378693,"Puhl, Peter M.",c. 1938,1926 to 1950,Drawing
91208959,"Greenlund, L. P. & Co.",c. 1936,1926 to 1950,Drawing
12093508,"Hanes, Sarah Ann",c. 1936,1926 to 1950,Drawing
54090834,"Loder, William R.",c. 1936,1926 to 1950,Drawing
69663719,"Dingeldey, Peter",c. 1936,1926 to 1950,Drawing
32177772,"Bell, William C.",c. 1936,1926 to 1950,Drawing
66181204,"Hamel, William",c. 1937,1926 to 1950,Drawing
70880459,"Hoyt, H.",c. 1936,1926 to 1950,Drawing
50588121,"Harris, William J.",c. 1937,1926 to 1950,Drawing
99052742,"Haarer, John",1937,1926 to 1950,Drawing
16266586,"Reading, John T.",c. 1936,1926 to 1950,Drawing
40902905,"Putnam, George T.",c. 1936,1926 to 1950,Drawing
52803447,"Tubbs, G.S., Son & Co.",c. 1936,1926 to 1950,Drawing
27967732,"Garrett, Ellwood",c. 1936,1926 to 1950,Drawing
59839874,"Alden, Augustus E.",c. 1937,1926 to 1950,Drawing
29161074,French & Sawyer,c. 1936,1926 to 1950,Drawing
37868864,"Hull, Sedgwick S.",c. 1936,1926 to 1950,Drawing
47215737,Kilburn Brothers,1935/1942,1926 to 1950,Drawing
65256387,"Edwards, Edward L.",c. 1938,1926 to 1950,Drawing
78278626,"Henkel, Charles A.",c. 1936,1926 to 1950,Drawing
54461214,"Perrault, Gedeon",c. 1939,1926 to 1950,Drawing
91276196,"Ferris, A. F. & Co.",c. 1939,1926 to 1950,Drawing
41433569,"Alley, Hiram F.",c. 1936,1926 to 1950,Drawing
15491247,Baker’s Art Gallery,1935/1942,1926 to 1950,Drawing
10894266,Pach Bros,c. 1938,1926 to 1950,Drawing
63166242,"Sleight, William F.",c. 1937,1926 to 1950,Drawing
83112317,Moll’s Studio,c. 1937,1926 to 1950,Drawing
76698853,"Tewksbury, Joseph R.",c. 1936,1926 to 1950,Drawing
15484335,"Agler, D. E., Studio",c. 1940,1926 to 1950,Drawing
38229047,Bellsmith & Power,c. 1938,1926 to 1950,Drawing
90570257,"Frederic, John D.",c. 1936,1926 to 1950,Drawing
82304064,Armour & Co.,c. 1939,1926 to 1950,Drawing
44523242,"McWilliam, Peter",c. 1938,1926 to 1950,Drawing
92652020,"Frederickson, Gustaf A.",c. 1942,1926 to 1950,Drawing
58004540,"Post, Henry F.",1937,1926 to 1950,Drawing
